->apsoros|absoros
FG|
Lw|
YO|
PO|
WW||||
->attestatus|adtestatus
LS|
GG|adtestatus|adtestātus|a, um||adj.|[part. pris adjt au sens passif] attesté, prouvé|adtestatus|adtestātus
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attinctus|adtinctus
LS|
GG|adtinctus|adtinctus|a, um||part.|part. de l'inus. adtinguo, imprégné, arrosé|adtinctus|adtinctus
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attinguo|adtinguo
LS|adtinguo|adtinguo|no perf., tinctum, ĕre||v. a.|to moisten, to sprinkle with a liquid|attinguo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attitulatio|adtitulatio
LS|
GG|adtitulatio|adtĭtŭlātĭo|ōnis|f.|subst.|intitulation [d'un livre]|adtitulatio|adtĭtŭlātĭo
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attollentia|adtollentia
LS|
GG|adtollentia|adtollentĭa|ae|f.|subst.|orgueil|adtollentia|adtollentĭa
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attonsio|adtonsio
LS|
GG|adtonsio|adtonsĭo|ōnis|f.|subst.|action de tondre / destruction|adtonsio|adtonsĭo
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attrepido|adtrepido
LS|
GG|adtrepido|adtrĕpĭdo|āre||intr.|int., approcher d'un pas tremblant|adtrepido|adtrĕpĭdo
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||adtrepido, adtrepidavi|adtrepido, adtrepidatum
->attributor|adtributor
LS|
GG|adtributor|adtrĭbūtŏr|ōris|m.|subst.|celui qui adjuge (attribue)|adtributor|adtrĭbūtŏr
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attributum|adtributum
LS|
GG|adtributum|adtrĭbūtum|ī|n.|subst.|fonds alloués sur le trésor public|adtributum|adtrĭbūtum
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attritio|adtritio
LS|
GG|adtritio|adtrītĭo|ōnis|f.|subst.|frottement|adtritio|adtrītĭo
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attropo|adtropo
LS|
GG|adtropo|adtrŏpo|āre||tr.|tr., prendre dans le sens figuré|adtropo|adtrŏpo
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attubernalis|adtubernalis
LS|
GG|adtubernalis|adtŭbernālis||||contubernalis|adtubernalis|adtŭbernālis
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->attueor|adtueor
LS|
GG|adtueor|adtŭĕor||||regarder|adtueor|adtŭĕor
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->atturatio|adturatio
LS|
GG|adturatio|adtūrātĭo|ōnis|f.|subst.|action de brûler de l'encens en sacrifice|adturatio|adtūrātĭo
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|conl
LS|
GG|conl|conl||||v. coll-.|conl-|
GJ|
Ge|
FG|conl|conl-, cf. coll-.
Lw|
YO|
PO|
WW||||
->collaboro|conlaboro
LS|conlaboro|conlăbōro|āre||v. n.|to labor with, together|collaboro|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->collactanea|conlactanea
LS|
GG|
GJ|conlactanea|conlactanea|ae, f.|soeur de lait.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->collaevo|conlaevo
LS|conlaevo|conlaevo|āre||||collaevo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->collativum|conlativum
LS|
GG|
GJ|conlativum|conlativum|n.|contribution (en argent).
Ge|
FG|
Lw|
YO|
PO|
WW||||
->collectitius|conlectitius
LS|conlectitius|conlectītĭus|a, um||||collectitius|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->collibratio|conlibratio
LS|
GG|
GJ|conlibratio|conlībrātĭo|ōnis, f.|Rufin. action de darder ses rayons en masse (soleil).
Ge|
FG|
Lw|
YO|
PO|
WW||||
->colliciares|conliciares
LS|
GG|
GJ|conliciares|conlĭcĭāres|tegulae, f.|Cato. tuiles concaves, tuiles pour l'écoulement de l'eau.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->colliciaris|conliciaris
LS|conliciaris|conlĭcĭāris|e||adj.|pertaining to water-channels|colliciaris|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||conliciaris, conliciaris||
->colligate|conligate
LS|conligate|conlĭgātē|||||colligate|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->collimito|conlimito
LS|conlimito|conlīmĭto|āre||||collimito|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||conlimito, conlimitavi|conlimito, conlimitatum
->collimitor|conlimitor
LS|
GG|
GJ|conlimitor|conlimitor|āri|- intr. avec dat. - confiner à.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->colliquiae|conliquiae
LS|
GG|
GJ|conliquiae|conlĭquĭae|ārum, f. [cum + liquere]|- 1 - Vitr. rigoles ou conduits. - 2 - Plin. tuiles faisant rigoles pour l'écoulement des eaux.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->collisio|conlisio
LS|conlisio|conlīsĭo|ōnis|f.||a dashing, striking together, a concussion, shock|collisio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|conlocatus
LS|
GG|
GJ|conlocatus|conlocatus|a, um|part. passé de colloco. - 1 - mis, placé, établi. - 2 - placé (en parl. de l'argent), employé. - 3 - mis en ordre.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->collubet|conlubet
LS|
GG|
GJ|
Ge|
FG|
Lw|conlubet|conlubet|see conlibet.|||||||conlubet
YO|
PO|
WW||||
->colluctatio|conluctatio
LS|conluctatio|conluctātĭo|ōnis|f.||a wrestling, struggling, contending with something|colluctatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->colluctor|conluctor
LS|conluctor|conluctor|āri||v. n.|to struggle, contend, wrestle with, cum aliquo, alicui, absol., Absol.|colluctor|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->collurcinatio|conlurcinatio
LS|
GG|
GJ|conlurcinatio|conlurcinātĭo|onis, f.|excès de table, orgie.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->colluvium|conluvium
LS|conluvium|conlŭvĭum|||||colluvium|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->commalaxo|conmalaxo
LS|conmalaxo|conmălaxo|āre||v. a.|to make entirely mild, to soften;|commalaxo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->commanduco|conmanduco
LS|conmanduco|conmandūco|no perf., ātum, 1||v. a.|to chew much, chew to pieces, masticate|commanduco|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->commemorabilis|conmemorabilis
LS|conmemorabilis|conmĕmŏrābĭlis|e||adj.|worth mentioning, memorable|commemorabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||conmemorabilis, conmemorabilis||
->commercor|conmercor
LS|conmercor|conmercor|ātus, 1||v. dep.|to trade, traffic together, buy up, purchase|commercor|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->commereor|conmereor
LS|conmereor|conmerĕor|ĭtus sum, 3||v. dep.|To commit, be guilty of|commereor|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->commetior|conmetior
LS|conmetior|conmētĭor|mensus, 4||v. dep.|to measure|commetior|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->commigro|conmigro
LS|conmigro|conmī̆gro|āvi, ātum, 1||v. n.|to go, remove somewhere with all one's effects, to migrate, enter|commigro|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->compactum|conpactum
LS|conpactum|conpactum|i|n.||an agreement, abl. sing., according to agreement, concert, in accordance with a previous compact|compaciscor|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->comparco|conparco
LS|conparco|conparco|persi, 3||v. a.|to save, husband well, lay up|comparco|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||conparco, conparcui|conparco, conparsum
->compensatio|conpensatio
LS|conpensatio|conpensātĭo|ōnis|f.||a weighing, balancing of several things together.|compensatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->compluriens|conpluriens
LS|conpluriens|conplūrĭens|||adv.|several times, many times, often|compluriens|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->complusculi|conplusculi
LS|conplusculi|conpluscŭli|ae, a||adj. dim.|a good many, not a few, several, Absol., Adv.|complusculi|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->composite|conposite
LS|conposite|conpŏsĭtē|||||compono|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->compositio|conpositio
LS|conpositio|conpŏsĭtĭo|ōnis|f.||A putting together, compounding, connecting, arranging, composition, adjustment|compositio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->compositor|conpositor
LS|conpositor|conpŏsĭtor|ōris|m.||an orderer, arranger, disposer, maker|compositor|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->compositum|conpositum
LS|conpositum|conpŏsĭtum|i|n.||according to agreement, by agreement, in concert|compono|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->compotio|conpotio
LS|conpotio|conpŏtĭo|īvi, ītum, 4||v. a.|to make partaker of|compotio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||conpotio, conpoti(v)i|conpotio, conpotitum
->compotrix|conpotrix
LS|conpotrix|conpōtrix|īcis|f.||a female drinking - companion|compotrix|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->comprehensibilis|conprehensibilis
LS|conprehensibilis|conprĕhensĭbĭlis|e||adj.|that can be seized, laid hold of|comprehensibilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||conprehensibilis, conprehensibilis||
->comprehensio|conprehensio
LS|conprehensio|conprĕhensĭo|ōnis|f.||a seizing, laying hold of with the hands|comprehensio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->compromitto|conpromitto
LS|conpromitto|conprōmitto|mīsi, missum, 3||v. a.|to promise mutually to abide by the decision of an arbiter|compromitto|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||conpromitto, conpromisi|conpromitto, conpromissum
->compungo|conpungo
LS|conpungo|conpungo|nxi, nctum, 3||v. a.|to prick, puncture severely, to sting|compungo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||conpungo, conpunxi|conpungo, conpunctum
->computresco|conputresco
LS|conputresco|conpū̆tresco|trŭi, 3||v. inch. n.|to become wholly putrid, to putrefy, rot|computresco|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||conputresco, conputrui|
->corrector|conrector
LS|conrector|conrector|ōris|m.||a corrector, improver.|corrector|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->correctura|conrectura
LS|conrectura|conrectūra|ae|f.||the office of a|correctura|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|conrectus
LS|conrectus|conrectus|a, um||P. a.||correctus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->correcumbens|conrecumbens
LS|conrecumbens|conrĕcumbens|entis|||lying down with|correcumbens|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||conrecumbens, conrecumbentis||
->corregno|conregno
LS|conregno|conregno|āre||v. n.|to reign, together with one|corregno|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||conregno, conregnavi|conregno, conregnatum
->correpo|conrepo
LS|conrepo|conrēpo|psi, 3||v. n.|to creep, slink to a place, to creep, creep|correpo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||conrepo, conrepsi|conrepo, conreptum
->correpte|conrepte
LS|conrepte|conreptē|||adv.|shortly, Comp.|correpte|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->correptio|conreptio
LS|conreptio|conreptĭo|ōnis|f.||A laying hold of, seizing|correptio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->correptor|conreptor
LS|conreptor|conreptor|ōris|m.||a reprover, censurer|correptor|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|conreptus
LS|conreptus|conreptus|a, um||||correptus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corresupinatus|conresupinatus
LS|conresupinatus|conrĕsŭpīnātus|a, um|||bent backwards at the same time|corresupinatus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corresuscito|conresuscito
LS|conresuscito|conrĕsuscĭto|āvi, ātum, 1||v. a.|to raise from the dead together|corresuscito|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||conresuscito, conresuscitavi|conresuscito, conresuscitatum
->correus|conreus
LS|conreus|conrĕus|i|m.||a partaker in guilt, a joint criminal|correus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corrigia|conrigia
LS|conrigia|conrī̆gĭa|ae|f.||A shoe-tie, shoe-latchet|corrigia|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corrivalis|conrivalis
LS|conrivalis|conrīvālis|is|m.||a joint rival|corrivalis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corrivatio|conrivatio
LS|conrivatio|conrīvātĭo|ōnis|f.||a drawing together of streams of water|corrivatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corrivium|conrivium
LS|conrivium|conrīvĭum|ii|n.||the confluence of brooks|corrivium|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corroboramentum|conroboramentum
LS|conroboramentum|conrōbŏrāmentum|i|n.||a means of strengthening;|corroboramentum|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corrodo|conrodo
LS|conrodo|conrōdo|si, sum, 3||v. a.|to gnaw, gnaw to pieces, ter|corrodo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||conrodo, conrosi|conrodo, conrosum
->corrogatio|conrogatio
LS|conrogatio|conrŏgātĭo|ōnis|f.||a bringing together|corrogatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|conrosus
LS|conrosus|conrōsus|a, um||||corrosus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corrotundo|conrotundo
LS|conrotundo|conrŏtundo|āvi, ātum, 1||v. a.|to make round, to round off|corrotundo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW|||conrotundo, conrotundavi|conrotundo, conrotundatum
->corruda|conruda
LS|conruda|conrūda|ae|f.||wild asparagus|corruda|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corrugis|conrugis
LS|conrugis|conrūgis|e||adj.|having wrinkles, folds, corrugate|corrugis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||conrugis, conrugis||
->corrugus|conrugus
LS|conrugus|conrūgus|i|m.|||corrugus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corrupte|conrupte
LS|conrupte|conruptē|||adv.||corrupte|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corruptibilis|conruptibilis
LS|conruptibilis|conruptĭbĭlis|e||adj.|liable to decay, corruptible, perishable, Comp.|corruptibilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||conruptibilis, conruptibilis||
->corruptibilitas|conruptibilitas
LS|conruptibilitas|conruptĭbĭlĭtas|ātis|f.||corruptibility, perishableness|corruptibilitas|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corruptivus|conruptivus
LS|conruptivus|conruptīvus|a, um||adj.|corruptible, perishable|corruptivus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corruptorius|conruptorius
LS|conruptorius|conruptōrĭus|a um||adj.|destructible, corruptible, perishable|corruptorius|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corruptrix|conruptrix
LS|conruptrix|conruptrix|īcis|f.||she that corrupts, seduces;, adj., corrupting|corruptrix|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||conruptrix, conruptricis||
-|conruptus
LS|conruptus|conruptus|a, um||P. a.||corruptus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->corruspor|conruspor
LS|conruspor|conruspor|āri||v. dep.|to search carefully after|corruspor|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->excensio|exscensio
LS|exscensio|exscensĭo|ōnis|f.||a debarkation, landing;|exscensio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|exsolui
LS|
GG|exsolui|exsŏlŭi||||[diérèse poét. pour exsolvi]|exsolui|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->externatus|exsternatus
LS|
GG|
GJ|exsternatus|exsternātus|a, um|part. passé de externo; jeté dans le délire, égaré.
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imbibo|inbibo
LS|inbibo|inbĭbo|bi, 3||v. a.|to drink in, imbibe.|imbibo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|inbibo|inbibo_, inbibere, inbibi_, inbibitum : v3
WW|||inbibo, inbibi|inbibo, inbitum
->imbito|inbito
LS|inbito|inbīto|ĕre||v. a.|to go into, enter|imbito|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imbonitas|inbonitas
LS|inbonitas|inbŏnĭtas|ātis|f.||inconvenience|imbonitas|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->imbracteo|inbracteo
LS|inbracteo|inbractĕo|no perf., ātum, 1||v. a.|to overlay with leafmetal|imbracteo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illacrimosus|inlacrimosus
LS|
GG|inlacrimosus|inlacrĭmōsus|a, um||adj.|dont on ne pleure pas|illacrimosus|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illaedo|inlaedo
LS|
GG|inlaedo|inlaedo|sum, ĕre|||ne pas blesser|illaedo|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illaesibilis|inlaesibilis
LS|inlaesibilis|inlaesĭbĭlis|e||adj.|that cannot be hurt, invulnerable, med.|illaesibilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|inlaqueatum
LS|inlaqueatum|inlăquĕātum|alii pro vincto utuntur, alii pro soluto||||illaqueatum|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illator|inlator
LS|
GG|inlator|inlātŏr|ōris|m.|subst.|celui qui fait subir|illator|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illatrix|inlatrix
LS|
GG|inlatrix|inlātrix|īcis|f.|subst.|celle qui apporte|illatrix|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illegitime|inlegitime
LS|
GG|inlegitime|inlēgĭtĭmē|||adv.|d'une manière illégale|illegitime|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|inlevi
LS|
GG|inlevi|inlēvi||||parf. de illino|illevi|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illevigatus|inlevigatus
LS|inlevigatus|inlēvĭgātus|a, um||adj.|not smooth, rough, harsh|illevigatus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|inlexe
LS|
GG|inlexe|inlexĕ||||v. illicio|illexe|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illibate|inlibate
LS|
GG|inlibate|inlībātē|||adv.|entièrement|illibate|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illibatio|inlibatio
LS|
GG|inlibatio|inlībātio|ōnis|f.|subst.|pureté, intégrité|illibatio|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illicenter|inlicenter
LS|
GG|inlicenter|inlĭcentĕr|||adv.|indûment|illicenter|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illicibilis|inlicibilis
LS|
GG|inlicibilis|inlĭcĭbĭlis|e||adj.|séduisant|illicibilis|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illicite|inlicite
LS|
GG|inlicite|inlĭcĭtē|||adv.|d'une manière illégitime|illicite|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|inligatus
LS|
GG|inligatus|inlĭgātus|a, um||part.|part. p. de illigo|illigatus|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illimatus|inlimatus
LS|inlimatus|inlīmātus|a, um||adj.|fastened, attached by means of rich earth|illimatus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illimo|inlimo
LS|
GG|inlimo|inlīmo|||tr.|souiller de limon|illimo|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|inlisi
LS|
GG|inlisi|inlīsi||||parf. de illido|illisi|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illitio|inlitio
LS|
GG|inlitio|inlĭtio|ōnis|f.|subst.|onction|illitio|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illocalis|inlocalis
LS|
GG|inlocalis|inlŏcālis|e||adj.|sans localisation dans l'espace|illocalis|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illocalitas|inlocalitas
LS|
GG|inlocalitas|inlŏcālĭtās|ātis|f.|subst.|localisation inexistante dans l'espace|illocalitas|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illocaliter|inlocaliter
LS|
GG|inlocaliter|inlŏcālĭtĕr|||adv.|en dehors de tout lieu|illocaliter|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illubricans|inlubricans
LS|inlubricans|inlūbrĭcans|antis|||moving in a slippery manner|illubricans|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illucubratus|inlucubratus
LS|inlucubratus|inlūcubrātus|a, um||adj.|not composed by night, not elaborated|illucubratus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illuculasco|inluculasco
LS|inluculasco|inlūcŭlasco|ĕre||v. inch. n.|to break, dawn|illuculasco|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illudia|inludia
LS|inludia|inlūdĭa|ōrum|n.||illusions|illudia|v. illudia.
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illudio|inludio
LS|inludio|inlūdio|āre||||illudio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illuminabilis|inluminabilis
LS|inluminabilis|inlūmĭnābĭlis|e||adj.|that can be illuminated|illuminabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illuminatio|inluminatio
LS|inluminatio|inlūmĭnātio|ōnis|f.||a lighting up, enlightening|illuminatio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illuminator|inluminator
LS|inluminator|inlūmĭnātor|ōris|m.||an enlightener|illuminator|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illuminatus|inluminatus
LS|
GG|inluminatus|inlūmĭnātus|a, um||part.|adjt, brillant, orné|illuminatus|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illusorius|inlusorius
LS|
GG|inlusorius|inlūsōrius|a, um||adj.|illusoire|illusorius|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illustrius|inlustrius
LS|
GG|
GJ|
Ge|
FG|
Lw|inlustrius|inlūstrius|see inlustre.|||||||inlustrius
YO|
PO|
WW||||
->illutibarbus|inlutibarbus
LS|inlutibarbus|inlūtĭbarbus|a, um||adj.|with a filthy beard|illutibarbus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illuvio|inluvio
LS|
GG|inluvio|inlŭvio|ōnis|f.|subst.|débordement|illuvio|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->illuviosus|inluviosus
LS|
GG|inluviosus|inlŭvĭōsus|a, um||adj.|sale|illuviosus|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
-|inluxi
LS|
GG|inluxi|inluxi||||parf. de illucesco|illuxi|inl-
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immaculabilis|inmaculabilis
LS|inmaculabilis|inmăcŭlābĭlis|e||adj.|that cannot be stained|immaculabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immaculatus|inmaculatus
LS|inmaculatus|inmăcŭlātus|a, um||adj.|unstained|immaculatus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immaculo|inmaculo
LS|inmaculo|inmăcŭlo|āre||v. a.|to stain|immaculo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immaneo|inmaneo
LS|inmaneo|inmănĕo|ēre||v. n.|to remain in|immaneo|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immanifestus|inmanifestus
LS|inmanifestus|inmănĭfestus|a, um||adj.|not obvious|immanifestus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immansuetus|inmansuetus
LS|inmansuetus|inmansuētus|a, um||adj.|untamed, wild, savage|immansuetus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immarcescibilis|inmarcescibilis
LS|inmarcescibilis|inmarcescĭbĭlis|e||adj.|unfading|immarcescibilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immedicabilis|inmedicabilis
LS|inmedicabilis|inmĕdĭcābĭlis|e||adj.|incurable|immedicabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immedicatus|inmedicatus
LS|inmedicatus|inmĕdĭcātus|a, um||adj.|painted|immedicatus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immeditatus|inmeditatus
LS|inmeditatus|inmĕdĭtātus|a, um||adj.|unstudied, unpremeditated, artless, natural, Adv.|immeditatus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immeio|inmeio
LS|inmeio|inmēio|ĕre||v. n.|to make water into;|immeio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immemorabilis|inmemorabilis
LS|inmemorabilis|inmĕmŏrābĭlis|e||adj.|Pass., unmentionable, indescribable|immemorabilis|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immemoratio|inmemoratio
LS|inmemoratio|inmĕmŏrātĭo|ōnis|f.||unmindfulness, forgetfulness|immemoratio|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immemoratus|inmemoratus
LS|inmemoratus|inmĕmŏrātus|a, um||adj.|unmentioned, not related|immemoratus|(
GG|
GJ|
Ge|
FG|
Lw|
YO|
PO|
WW||||
->immemoria|inmemoria
